payment_id,purchase_id,amount_paid
6690,501,0.00
6691,514,0.00
6692,522,0.00
6693,527,0.00
6694,532,0.00
6695,537,0.00
6696,542,0.00
6697,547,0.00
6698,552,0.00
6699,557,0.00
6700,562,0.00
6701,567,0.00
6702,572,0.00
6703,577,0.00
6704,582,0.00
6705,587,0.00
6706,592,0.00
6707,597,0.00
6708,602,0.00
6709,607,0.00
6710,612,0.00
6711,617,0.00
6712,622,0.00
6713,627,0.00
6714,632,0.00
6715,637,0.00
6716,642,0.00
6717,647,0.00
6718,652,0.00
6719,659,0.00
6720,666,0.00
6721,671,0.00
6722,676,0.00
6723,683,0.00
6724,780,0.00
6725,794,0.00
6726,805,0.00
6727,812,0.00
6728,827,0.00
6729,832,0.00
6730,837,0.00
6731,865,0.00
6732,871,0.00
6733,876,0.00
6734,917,0.00
6735,931,0.00
6736,949,0.00
6737,954,0.00
6738,959,0.00
6739,966,0.00
6740,971,0.00
6741,978,0.00
6742,984,0.00
6743,989,0.00
6744,994,0.00
6745,999,0.00
6746,1006,0.00
6747,1016,0.00
6748,1021,0.00
6749,1026,0.00
6750,1031,0.00
6751,1036,0.00
6752,1041,0.00
6753,1046,0.00
6754,1061,0.00
6755,1078,0.00
6756,1085,0.00
6757,1090,0.00
6758,1103,0.00
6759,1117,0.00
6760,1124,0.00
6761,1136,0.00
6762,1150,0.00
6763,1155,0.00
6764,1160,0.00
6765,1168,0.00
6766,1173,0.00
6767,1178,0.00
6768,1183,0.00
6769,1188,0.00
6770,1193,0.00
6771,1198,0.00
6772,1203,0.00
6773,1208,0.00
6774,1214,0.00
6775,1222,0.00
6776,1227,0.00
6777,1233,0.00
6778,1245,0.00
6779,1258,0.00
6780,1266,0.00
6781,1278,0.00
6782,1355,0.00
6783,1375,0.00
6784,1398,0.00
6785,1413,0.00
6786,1419,0.00
6787,1424,0.00
6788,1429,0.00
6789,1434,0.00
6790,1439,0.00
6791,1444,0.00
6792,1449,0.00
6793,1484,0.00
6794,1490,0.00
6795,1497,0.00
6796,1515,0.00
6797,1521,0.00
6798,1526,0.00
6799,1532,0.00
6800,1537,0.00
6801,1542,0.00
6802,1547,0.00
6803,1552,0.00
6804,1557,0.00
6805,1562,0.00
6806,1573,0.00
6807,1578,0.00
6808,1585,0.00
6809,1591,0.00
6810,1596,0.00
6811,1610,0.00
6812,1615,0.00
6813,1621,0.00
6814,1641,0.00
6815,1647,0.00
6816,1655,0.00
6817,1690,0.00
6818,1695,0.00
6819,1700,0.00
6820,1705,0.00
6821,1710,0.00
6822,1715,0.00
6823,1720,0.00
6824,1725,0.00
6825,1730,0.00
6826,1735,0.00
6827,1740,0.00
6828,1745,0.00
6829,1750,0.00
6830,1755,0.00
6831,1760,0.00
6832,1765,0.00
6833,1770,0.00
6834,1775,0.00
6835,1783,0.00
6836,1788,0.00
6837,1794,0.00
6838,1799,0.00
6839,1807,0.00
6840,1812,0.00
6841,1817,0.00
6842,1822,0.00
6843,1827,0.00
6844,1842,0.00
6845,1850,0.00
6846,1865,0.00
6847,1870,0.00
6848,1899,0.00
6849,1904,0.00
6850,1910,0.00
6851,1943,0.00
6852,1948,0.00
6853,1954,0.00
6854,1965,0.00
6855,1970,0.00
6856,1975,0.00
6857,2034,0.00
6858,2042,0.00
6859,2064,0.00
6860,2080,0.00
6861,2106,0.00
6862,2127,0.00
6863,2137,0.00
6864,2143,0.00
6865,2148,0.00
6866,2153,0.00
6867,2161,0.00
6868,2202,0.00
6869,2220,0.00
6870,2262,0.00
6871,2287,0.00
6872,2297,0.00
6873,2307,0.00
6874,2315,0.00
6875,2322,0.00
6876,2327,0.00
6877,2332,0.00
6878,2337,0.00
6879,2343,0.00
6880,2367,0.00
6881,2408,0.00
6882,2434,0.00
6883,2460,0.00
6884,2468,0.00
6885,2479,0.00
6886,2537,0.00
6887,2544,0.00
6888,2553,0.00
6889,2560,0.00
6890,2584,0.00
6891,2623,0.00
6892,2650,0.00
6893,2669,0.00
6894,2694,0.00
6895,2699,0.00
6896,2715,0.00
6897,2721,0.00
6898,2726,0.00
6899,2734,0.00
6900,2746,0.00
6901,2752,0.00
6902,2758,0.00
6903,2766,0.00
6904,2771,0.00
6905,2796,0.00
6906,2801,0.00
6907,2806,0.00
6908,2811,0.00
6909,2818,0.00
6910,2829,0.00
6911,2834,0.00
6912,2839,0.00
6913,2844,0.00
6914,2853,0.00
6915,2880,0.00
6916,2885,0.00
6917,2890,0.00
6918,2895,0.00
6919,2909,0.00
6920,2929,0.00
6921,2937,0.00
6922,2948,0.00
6923,2957,0.00
6924,2966,0.00
6925,2971,0.00
6926,2976,0.00
6927,2981,0.00
6928,2989,0.00
6929,3002,0.00
6930,3013,0.00
6931,3022,0.00
6932,3027,0.00
6933,3032,0.00
6934,3039,0.00
6935,3054,0.00
6936,3062,0.00
6937,3067,0.00
6938,3072,0.00
6939,3077,0.00
6940,3082,0.00
6941,3087,0.00
6942,3092,0.00
6943,3097,0.00
6944,3102,0.00
6945,3107,0.00
6946,3112,0.00
6947,3117,0.00
6948,3122,0.00
6949,3127,0.00
6950,3132,0.00
6951,3137,0.00
6952,3142,0.00
6953,3147,0.00
6954,3152,0.00
6955,3158,0.00
6956,3165,0.00
6957,3170,0.00
6958,3175,0.00
6959,3185,0.00
6960,3201,0.00
6961,3207,0.00
6962,3227,0.00
6963,3234,0.00
6964,3239,0.00
6965,3246,0.00
6966,3253,0.00
6967,3259,0.00
6968,3264,0.00
6969,3274,0.00
6970,3281,0.00
6971,3286,0.00
6972,3291,0.00
6973,3296,0.00
6974,3302,0.00
6975,3307,0.00
6976,3312,0.00
6977,3317,0.00
6978,3322,0.00
6979,3327,0.00
6980,3332,0.00
6981,3344,0.00
6982,3349,0.00
6983,3354,0.00
6984,3359,0.00
6985,3364,0.00
6986,3374,0.00
6987,3386,0.00
6988,3411,0.00
6989,3421,0.00
6990,3426,0.00
6991,3431,0.00
6992,3436,0.00
6993,3451,0.00
6994,3459,0.00
6995,3464,0.00
6996,3500,0.00
6997,3507,0.00
6998,3512,0.00
6999,3519,0.00
7000,3534,0.00
7001,3540,0.00
7002,3545,0.00
7003,3559,0.00
7004,3569,0.00
7005,3592,0.00
7006,3599,0.00
7007,3604,0.00
7008,3620,0.00
7009,3630,0.00
7010,3677,0.00
7011,3699,0.00
7012,3709,0.00
7013,3715,0.00
7014,3728,0.00
7015,3734,0.00
7016,3790,0.00
7017,3796,0.00
7018,3805,0.00
7019,3811,0.00
7020,3816,0.00
7021,3821,0.00
7022,3829,0.00
7023,3844,0.00
7024,3849,0.00
7025,3861,0.00
7026,3869,0.00
7027,3874,0.00
7028,3885,0.00
7029,3890,0.00
7030,3895,0.00
7031,3900,0.00
7032,3905,0.00
7033,3910,0.00
7034,3915,0.00
7035,3921,0.00
7036,3927,0.00
7037,3932,0.00
7038,3937,0.00
7039,3948,0.00
7040,3953,0.00
7041,3958,0.00
7042,3963,0.00
7043,3970,0.00
7044,3987,0.00
7045,4026,0.00
7046,4037,0.00
7047,4043,0.00
7048,4048,0.00
7049,4055,0.00
7050,4071,0.00
7051,4081,0.00
7052,4123,0.00
7053,4131,0.00
7054,4136,0.00
7055,4144,0.00
7056,4153,0.00
7057,4163,0.00
7058,4172,0.00
7059,4206,0.00
7060,4223,0.00
7061,4236,0.00
7062,4241,0.00
7063,4246,0.00
7064,4251,0.00
7065,4256,0.00
7066,4261,0.00
7067,4266,0.00
7068,4294,0.00
7069,4300,0.00
7070,4392,0.00
7071,4404,0.00
7072,4409,0.00
7073,4414,0.00
7074,4419,0.00
7075,4442,0.00
7076,4451,0.00
7077,4460,0.00
7078,4465,0.00
7079,4470,0.00
7080,4475,0.00
7081,4480,0.00
7082,4485,0.00
7083,4498,0.00
7084,4503,0.00
7085,4508,0.00
7086,4518,0.00
7087,4525,0.00
7088,4551,0.00
7089,4563,0.00
7090,4574,0.00
7091,4579,0.00
7092,4589,0.00
7093,4604,0.00
7094,4609,0.00
7095,4614,0.00
7096,4619,0.00
7097,4648,0.00
7098,4654,0.00
7099,4663,0.00
7100,4670,0.00
7101,4675,0.00
7102,4680,0.00
7103,4689,0.00
7104,4728,0.00
7105,4734,0.00
7106,4739,0.00
7107,4744,0.00
7108,4749,0.00
7109,4768,0.00
7110,4775,0.00
7111,4819,0.00
7112,4824,0.00
7113,4829,0.00
7114,4840,0.00
7115,4845,0.00
7116,4852,0.00
7117,4879,0.00
7118,4885,0.00
7119,4891,0.00
7120,4899,0.00
7121,4910,0.00
7122,4925,0.00
7123,4935,0.00
7124,4987,0.00
7125,4997,0.00
7126,5008,0.00
7127,5020,0.00
7128,5025,0.00
7129,5030,0.00
7130,5052,0.00
7131,5075,0.00
7132,5102,0.00
7133,5107,0.00
7134,5113,0.00
7135,5144,0.00
7136,5161,0.00
7137,5166,0.00
7138,5171,0.00
7139,5176,0.00
7140,5181,0.00
7141,5187,0.00
7142,5192,0.00
7143,5206,0.00
7144,5211,0.00
7145,5216,0.00
7146,5227,0.00
7147,5235,0.00
7148,5240,0.00
7149,5246,0.00
7150,5251,0.00
7151,5273,0.00
7152,5278,0.00
7153,5284,0.00
7154,5289,0.00
7155,5312,0.00
7156,5317,0.00
7157,5323,0.00
7158,5328,0.00
7159,5333,0.00
7160,5338,0.00
7161,5344,0.00
7162,5349,0.00
7163,5354,0.00
7164,5359,0.00
7165,5364,0.00
7166,5370,0.00
7167,5381,0.00
7168,5387,0.00
7169,5392,0.00
7170,5400,0.00
7171,5408,0.00
7172,5413,0.00
7173,5421,0.00
7174,5426,0.00
7175,5431,0.00
7176,5436,0.00
7177,5441,0.00
7178,5447,0.00
7179,5452,0.00
7180,5457,0.00
7181,5462,0.00
7182,5467,0.00
7183,5472,0.00
7184,5477,0.00
7185,5482,0.00
7186,5487,0.00
7187,5492,0.00
7188,5497,0.00
7189,5502,0.00
7190,5507,0.00
7191,5512,0.00
7192,5517,0.00
7193,5522,0.00
7194,5527,0.00
7195,5532,0.00
7196,5538,0.00
7197,5543,0.00
7198,5548,0.00
7199,5553,0.00
7200,5558,0.00
7201,5563,0.00
7202,5568,0.00
7203,5573,0.00
7204,5578,0.00
7205,5584,0.00
7206,5589,0.00
7207,5594,0.00
7208,5599,0.00
7209,5614,0.00
7210,5646,0.00
7211,5652,0.00
7212,5657,0.00
7213,5669,0.00
7214,5692,0.00
7215,5756,0.00
7216,5761,0.00
7217,5775,0.00
7218,5793,0.00
7219,5800,0.00
7220,5805,0.00
7221,5815,0.00
7222,5823,0.00
7223,5829,0.00
7224,5834,0.00
7225,5840,0.00
7226,5845,0.00
7227,5850,0.00
7228,5855,0.00
7229,5880,0.00
7230,5911,0.00
7231,5918,0.00
7232,5931,0.00
7233,5936,0.00
7234,5941,0.00
7235,5946,0.00
7236,5963,0.00
7237,5968,0.00
7238,5976,0.00
7239,5996,0.00
7240,6001,0.00
7241,6019,0.00
7242,6025,0.00
7243,6039,0.00
7244,6084,0.00
7245,6089,0.00
7246,6094,0.00
7247,6102,0.00
7248,6113,0.00
7249,6118,0.00
7250,6125,0.00
7251,6138,0.00
7252,6148,0.00
7253,6153,0.00
7254,6162,0.00
7255,6167,0.00
7256,6187,0.00
7257,6194,0.00
7258,6199,0.00
7259,6204,0.00
7260,6209,0.00
7261,6214,0.00
7262,6219,0.00
7263,6224,0.00
7264,6230,0.00
7265,6235,0.00
7266,6240,0.00
7267,6245,0.00
7268,6250,0.00
7269,6255,0.00
7270,6260,0.00
7271,6290,0.00
7272,6296,0.00
7273,6304,0.00
7274,6320,0.00
7275,6342,0.00
7276,6347,0.00
7277,6352,0.00
7278,6357,0.00
7279,6365,0.00
7280,6378,0.00
7281,6392,0.00
7282,6398,0.00
7283,6403,0.00
7284,6409,0.00
7285,6420,0.00
7286,6425,0.00
7287,6435,0.00
7288,6443,0.00
7289,6448,0.00
7290,6453,0.00
7291,6477,0.00
7292,6485,0.00
7293,6490,0.00
7294,6495,0.00
7295,6502,0.00
7296,6514,0.00
7297,6519,0.00
7298,6524,0.00
7299,6534,0.00
7300,6581,0.00
7301,6610,0.00
7302,6615,0.00
7303,6620,0.00
7304,6627,0.00
7305,6649,0.00
7306,6657,0.00
7307,6680,0.00
7308,6686,0.00
7309,6699,0.00
7310,6723,0.00
7311,6728,0.00
7312,6733,0.00
7313,6747,0.00
7314,6781,0.00
7315,6786,0.00
7316,6807,0.00
7317,6816,0.00
7318,6827,0.00
7319,6835,0.00
7320,6841,0.00
7321,6863,0.00
7322,6893,0.00
7323,6898,0.00
7324,6903,0.00
7325,6909,0.00
7326,6922,0.00
7327,6935,0.00
7328,6949,0.00
7329,6956,0.00
7330,6961,0.00
7331,6967,0.00
7332,6972,0.00
7333,7040,0.00
7334,7045,0.00
7335,7064,0.00
7336,7069,0.00
7337,7075,0.00
7338,7080,0.00
7339,7085,0.00
7340,7090,0.00
7341,7095,0.00
7342,7103,0.00
7343,7146,0.00
7344,7152,0.00
7345,7157,0.00
7346,7162,0.00
7347,7167,0.00
7348,7177,0.00
7349,7190,0.00
7350,7195,0.00
7351,7200,0.00
7352,7205,0.00
7353,7210,0.00
7354,7215,0.00
7355,7220,0.00
7356,7240,0.00
7357,7255,0.00
7358,7267,0.00
7359,7284,0.00
7360,7291,0.00
7361,7299,0.00
7362,7333,0.00
7363,7338,0.00
7364,7362,0.00
7365,7381,0.00
7366,7386,0.00
7367,7393,0.00
7368,7398,0.00
7369,7403,0.00
7370,7409,0.00
7371,7414,0.00
7372,7421,0.00
7373,7426,0.00
7374,7435,0.00
7375,7442,0.00
7376,7447,0.00
7377,7478,0.00
7378,7506,0.00
7379,7519,0.00
7380,7525,0.00
7381,7548,0.00
7382,7557,0.00
7383,7562,0.00
7384,7567,0.00
7385,7573,0.00
7386,7578,0.00
7387,7583,0.00
7388,7588,0.00
7389,7595,0.00
7390,7628,0.00
7391,7640,0.00
7392,7656,0.00
7393,7662,0.00
7394,7715,0.00
7395,7720,0.00
7396,7734,0.00
7397,7770,0.00
7398,7775,0.00
7399,7781,0.00
7400,7837,0.00
7401,7853,0.00
7402,7858,0.00
7403,7876,0.00
7404,7888,0.00
7405,7907,0.00
7406,7912,0.00
7407,7917,0.00
7408,7923,0.00
7409,7938,0.00
7410,7948,0.00
7411,7964,0.00
7412,7984,0.00
7413,7989,0.00
7414,7994,0.00
7415,8014,0.00
7416,8038,0.00
7417,8043,0.00
7418,8061,0.00
7419,8106,0.00
7420,8127,0.00
7421,8164,0.00
7422,8169,0.00
7423,8174,0.00
7424,8179,0.00
7425,8185,0.00
7426,8190,0.00
7427,8195,0.00
7428,8200,0.00
7429,8210,0.00
7430,8215,0.00
7431,8220,0.00
7432,8225,0.00
7433,8230,0.00
7434,8235,0.00
7435,8240,0.00
7436,8245,0.00
7437,8250,0.00
7438,8267,0.00
7439,8274,0.00
7440,8280,0.00
7441,8295,0.00
7442,8300,0.00
7443,8305,0.00
7444,8326,0.00
7445,8346,0.00
7446,8351,0.00
7447,8391,0.00
7448,8405,0.00
7449,8410,0.00
7450,8415,0.00
7451,8420,0.00
7452,8425,0.00
7453,8430,0.00
7454,8465,0.00
7455,8474,0.00
7456,8503,0.00
7457,8508,0.00
7458,8524,0.00
7459,8530,0.00
7460,8536,0.00
7461,8541,0.00
7462,8552,0.00
7463,8558,0.00
7464,8593,0.00
7465,8609,0.00
7466,8615,0.00
7467,8622,0.00
7468,8627,0.00
7469,8633,0.00
7470,8642,0.00
7471,8648,0.00
7472,8654,0.00
7473,8659,0.00
7474,8665,0.00
7475,8670,0.00
7476,8675,0.00
7477,8680,0.00
7478,8705,0.00
7479,8726,0.00
7480,8735,0.00
7481,8749,0.00
7482,8754,0.00
7483,8762,0.00
7484,8767,0.00
7485,8777,0.00
7486,8782,0.00
7487,8787,0.00
7488,8792,0.00
7489,8797,0.00
7490,8802,0.00
7491,8807,0.00
7492,8812,0.00
7493,8817,0.00
7494,8822,0.00
7495,8827,0.00
7496,8832,0.00
7497,8837,0.00
7498,8842,0.00
7499,8847,0.00
7500,8904,0.00
7501,8912,0.00
7502,8917,0.00
7503,8940,0.00
7504,8947,0.00
7505,8954,0.00
7506,8959,0.00
7507,8964,0.00
7508,8969,0.00
7509,8975,0.00
7510,8980,0.00
7511,9006,0.00
7512,9014,0.00
7513,9023,0.00
7514,9031,0.00
7515,9044,0.00
7516,9049,0.00
7517,9058,0.00
7518,9075,0.00
7519,9080,0.00
7520,9085,0.00
7521,9090,0.00
7522,9127,0.00
7523,9169,0.00
7524,9183,0.00
7525,9193,0.00
7526,9198,0.00
7527,9231,0.00
7528,9236,0.00
7529,9241,0.00
7530,9246,0.00
7531,9251,0.00
7532,9256,0.00
7533,9261,0.00
7534,9266,0.00
7535,9271,0.00
7536,9280,0.00
7537,9286,0.00
7538,9293,0.00
7539,9303,0.00
7540,9308,0.00
7541,9352,0.00
7542,9358,0.00
7543,9367,0.00
7544,9387,0.00
7545,9442,0.00
7546,9454,0.00
7547,9462,0.00
7548,9469,0.00
7549,9474,0.00
7550,9482,0.00
7551,9523,0.00
7552,9528,0.00
7553,9534,0.00
7554,9539,0.00
7555,9546,0.00
7556,9552,0.00
7557,9557,0.00
7558,9562,0.00
7559,9567,0.00
7560,9572,0.00
7561,9577,0.00
7562,9592,0.00
7563,9599,0.00
7564,9619,0.00
7565,9624,0.00
7566,9629,0.00
7567,9634,0.00
7568,9647,0.00
7569,9667,0.00
7570,9711,0.00
7571,9722,0.00
7572,9728,0.00
7573,9777,0.00
7574,9786,0.00
7575,9791,0.00
7576,9808,0.00
7577,9813,0.00
7578,9825,0.00
7579,9830,0.00
7580,9835,0.00
7581,9847,0.00
7582,9852,0.00
7583,9857,0.00
7584,9862,0.00
7585,9867,0.00
7586,9872,0.00
7587,9878,0.00
7588,9883,0.00
7589,9888,0.00
7590,9893,0.00
7591,9898,0.00
7592,9904,0.00
7593,9909,0.00
7594,9915,0.00
7595,9920,0.00
7596,9925,0.00
7597,9930,0.00
7598,9935,0.00
7599,9948,0.00
7600,9953,0.00
7601,9962,0.00
7602,9982,0.00
7603,9987,0.00
7604,9997,0.00
7605,10002,0.00
7606,10007,0.00
7607,10012,0.00
7608,10017,0.00
7609,10022,0.00
7610,10027,0.00
7611,10032,0.00
7612,10038,0.00
7613,10043,0.00
7614,10048,0.00
7615,10059,0.00
7616,10077,0.00
7617,10098,0.00
7618,10103,0.00
7619,10123,0.00
7620,10128,0.00
7621,10133,0.00
7622,10138,0.00
7623,10143,0.00
7624,10148,0.00
7625,10153,0.00
7626,10158,0.00
7627,10163,0.00
7628,10168,0.00
7629,10173,0.00
7630,10178,0.00
7631,10183,0.00
7632,10189,0.00
7633,10199,0.00
7634,10207,0.00
7635,10212,0.00
7636,10221,0.00
7637,10227,0.00
7638,10232,0.00
7639,10251,0.00
7640,10264,0.00
7641,10270,0.00
7642,10275,0.00
7643,10280,0.00
7644,10285,0.00
7645,10290,0.00
7646,10295,0.00
7647,10300,0.00
7648,10305,0.00
7649,10311,0.00
7650,10319,0.00
7651,10349,0.00
7652,10368,0.00
7653,10375,0.00
7654,10380,0.00
7655,10385,0.00
7656,10392,0.00
7657,10415,0.00
7658,10421,0.00
7659,10437,0.00
7660,10463,0.00
7661,10470,0.00
7662,10486,0.00
7663,10493,0.00
7664,10531,0.00
7665,10568,0.00
7666,10573,0.00
7667,10580,0.00
7668,10585,0.00
7669,10592,0.00
7670,10601,0.00
7671,10607,0.00
7672,10612,0.00
7673,10617,0.00
7674,10631,0.00
7675,10636,0.00
7676,10641,0.00
7677,10648,0.00
7678,10653,0.00
7679,10667,0.00
7680,10676,0.00
7681,10682,0.00
7682,10687,0.00
7683,10693,0.00
7684,10702,0.00
7685,10708,0.00
7686,10713,0.00
7687,10727,0.00
7688,10735,0.00
7689,10740,0.00
7690,10745,0.00
7691,10750,0.00
7692,10755,0.00
7693,10760,0.00
7694,10765,0.00
7695,10770,0.00
7696,10775,0.00
7697,10780,0.00
7698,10789,0.00
7699,10805,0.00
7700,10810,0.00
7701,10815,0.00
7702,10820,0.00
7703,10825,0.00
7704,10832,0.00
7705,10848,0.00
7706,10853,0.00
7707,10858,0.00
7708,10863,0.00
7709,10868,0.00
7710,10873,0.00
7711,10878,0.00
7712,10883,0.00
7713,10892,0.00
7714,10898,0.00
7715,10912,0.00
7716,10919,0.00
7717,10924,0.00
7718,10934,0.00
7719,10939,0.00
7720,10944,0.00
7721,10949,0.00
7722,10954,0.00
7723,10959,0.00
7724,10965,0.00
7725,10979,0.00
7726,10984,0.00
7727,10989,0.00
7728,10996,0.00
7729,11001,0.00
7730,11015,0.00
7731,11021,0.00
7732,11027,0.00
7733,11037,0.00
7734,11052,0.00
7735,11057,0.00
7736,11067,0.00
7737,11082,0.00
7738,11104,0.00
7739,11109,0.00
7740,11114,0.00
7741,11121,0.00
7742,11129,0.00
7743,11135,0.00
7744,11141,0.00
7745,11146,0.00
7746,11151,0.00
7747,11156,0.00
7748,11161,0.00
7749,11166,0.00
7750,11171,0.00
7751,11176,0.00
7752,11181,0.00
7753,11186,0.00
7754,11194,0.00
7755,11201,0.00
7756,11206,0.00
7757,11211,0.00
7758,11216,0.00
7759,11221,0.00
7760,11226,0.00
7761,11231,0.00
7762,11238,0.00
7763,11296,0.00
7764,11302,0.00
7765,11307,0.00
7766,11320,0.00
7767,11325,0.00
7768,11330,0.00
7769,11337,0.00
7770,11348,0.00
7771,11353,0.00
7772,11358,0.00
7773,11363,0.00
7774,11368,0.00
7775,11373,0.00
7776,11399,0.00
7777,11413,0.00
7778,11418,0.00
7779,11432,0.00
7780,11441,0.00
7781,11449,0.00
7782,11466,0.00
7783,11471,0.00
7784,11476,0.00
7785,11487,0.00
7786,11498,0.00
7787,11511,0.00
7788,11516,0.00
7789,11529,0.00
7790,11534,0.00
7791,11539,0.00
7792,11544,0.00
7793,11549,0.00
7794,11554,0.00
7795,11559,0.00
7796,11564,0.00
7797,11569,0.00
7798,11574,0.00
7799,11579,0.00
7800,11584,0.00
7801,11591,0.00
7802,11596,0.00
7803,11601,0.00
7804,11610,0.00
7805,11634,0.00
7806,11701,0.00
7807,11706,0.00
7808,11711,0.00
7809,11716,0.00
7810,11721,0.00
7811,11728,0.00
7812,11733,0.00
7813,11738,0.00
7814,11744,0.00
7815,11752,0.00
7816,11775,0.00
7817,11792,0.00
7818,11799,0.00
7819,11809,0.00
7820,11816,0.00
7821,11825,0.00
7822,11831,0.00
7823,11836,0.00
7824,11841,0.00
7825,11846,0.00
7826,11851,0.00
7827,11856,0.00
7828,11861,0.00
7829,11866,0.00
7830,11871,0.00
7831,11876,0.00
7832,11881,0.00
7833,11887,0.00
7834,11892,0.00
7835,11897,0.00
7836,11902,0.00
7837,11918,0.00
7838,11925,0.00
7839,11930,0.00
7840,11935,0.00
7841,11940,0.00
7842,11945,0.00
7843,11950,0.00
7844,11955,0.00
7845,11960,0.00
7846,11965,0.00
7847,11970,0.00
7848,11975,0.00
7849,11981,0.00
7850,11987,0.00
7851,11992,0.00
7852,12013,0.00
7853,12020,0.00
7854,12036,0.00
7855,12050,0.00
7856,12055,0.00
7857,12060,0.00
7858,12065,0.00
7859,12070,0.00
7860,12075,0.00
7861,12080,0.00
7862,12085,0.00
7863,12090,0.00
7864,12095,0.00
7865,12100,0.00
7866,12105,0.00
7867,12110,0.00
7868,12115,0.00
7869,12120,0.00
7870,12125,0.00
7871,12131,0.00
7872,12136,0.00
7873,12141,0.00
7874,12148,0.00
7875,12153,0.00
7876,12158,0.00
7877,12163,0.00
7878,12168,0.00
7879,12173,0.00
7880,12178,0.00
7881,12184,0.00
7882,12189,0.00
7883,12194,0.00
7884,12199,0.00
7885,12204,0.00
7886,12209,0.00
7887,12215,0.00
7888,12220,0.00
7889,12225,0.00
7890,12230,0.00
7891,12235,0.00
7892,12240,0.00
7893,12245,0.00
7894,12250,0.00
7895,12255,0.00
7896,12260,0.00
7897,12265,0.00
7898,12270,0.00
7899,12295,0.00
7900,12307,0.00
7901,12332,0.00
7902,12337,0.00
7903,12343,0.00
7904,12348,0.00
7905,12354,0.00
7906,12359,0.00
7907,12387,0.00
7908,12410,0.00
7909,12426,0.00
7910,12431,0.00
7911,12436,0.00
7912,12441,0.00
7913,12446,0.00
7914,12451,0.00
7915,12456,0.00
7916,12461,0.00
7917,12466,0.00
7918,12471,0.00
7919,12476,0.00
7920,12481,0.00
7921,12486,0.00
7922,12491,0.00
7923,12496,0.00
7924,12501,0.00
7925,12506,0.00
7926,12511,0.00
7927,12517,0.00
7928,12524,0.00
7929,12530,0.00
7930,12535,0.00
7931,12540,0.00
7932,12545,0.00
7933,12555,0.00
7934,12560,0.00
7935,12590,0.00
7936,12595,0.00
7937,12600,0.00
7938,12605,0.00
7939,12610,0.00
7940,12615,0.00
7941,12620,0.00
7942,12625,0.00
7943,12630,0.00
7944,12635,0.00
7945,12640,0.00
7946,12645,0.00
7947,12650,0.00
7948,12655,0.00
7949,12662,0.00
7950,12668,0.00
7951,12673,0.00
7952,12678,0.00
7953,12683,0.00
7954,12688,0.00
7955,12693,0.00
7956,12698,0.00
7957,12703,0.00
7958,12708,0.00
7959,12713,0.00
7960,12721,0.00
7961,12726,0.00
7962,12731,0.00
7963,12737,0.00
7964,12742,0.00
7965,12747,0.00
7966,12753,0.00
7967,12760,0.00
7968,12766,0.00
7969,12771,0.00
7970,12824,0.00
7971,12849,0.00
7972,12862,0.00
7973,12877,0.00
7974,12885,0.00
7975,12891,0.00
7976,12915,0.00
7977,12970,0.00
7978,12976,0.00
7979,12981,0.00
7980,12994,0.00
7981,13034,0.00
7982,13041,0.00
7983,13058,0.00
7984,13064,0.00
7985,13070,0.00
7986,13132,0.00
7987,13137,0.00
7988,13168,0.00
7989,13177,0.00
7990,13186,0.00
7991,13204,0.00
7992,2857,0.00
7993,4306,0.00
7994,7136,0.00
7995,11011,0.00
7996,2861,0.00
7997,2868,0.00
7998,4928,0.00
7999,5772,0.00
8000,2863,0.00
8001,9416,0.00
8002,2865,0.00
8003,9760,0.00
8004,10449,0.00
8005,12990,0.00
8006,2874,0.00
8007,9348,0.00
8008,2906,0.00
8009,5705,0.00
8010,2913,0.00
8011,7706,0.00
8012,2917,0.00
8013,2925,0.00
8014,5341,0.00
8015,2932,0.00
8016,3335,0.00
8017,2963,0.00
8018,2994,0.00
8019,3528,0.00
8020,8362,0.00
8021,8867,0.00
8022,3008,0.00
8023,7345,0.00
8024,9748,0.00
8025,12315,0.00
8026,3009,0.00
8027,3050,0.00
8028,7847,0.00
8029,11288,0.00
8030,11641,0.00
8031,3036,0.00
8032,3044,0.00
8033,4754,0.00
8034,5121,0.00
8035,7019,0.00
8036,8636,0.00
8037,9381,0.00
8038,10992,0.00
8039,10993,0.00
8040,3046,0.00
8041,3047,0.00
8042,3051,0.00
8043,3057,0.00
8044,3155,0.00
8045,3178,0.00
8046,11234,0.00
8047,11341,0.00
8048,3179,0.00
8049,3180,0.00
8050,8851,0.00
8051,3181,0.00
8052,3191,0.00
8053,3192,0.00
8054,7013,0.00
8055,7014,0.00
8056,3194,0.00
8057,5649,0.00
8058,3197,0.00
8059,5618,0.00
8060,7793,0.00
8061,3204,0.00
8062,4119,0.00
8063,4555,0.00
8064,9116,0.00
8065,3213,0.00
8066,3214,0.00
8067,3216,0.00
8068,3223,0.00
8069,3250,0.00
8070,3523,0.00
8071,13223,0.00
8072,3256,0.00
8073,3267,0.00
8074,3299,0.00
8075,3337,0.00
8076,3992,0.00
8077,7016,0.00
8078,7018,0.00
8079,12945,0.00
8080,3370,0.00
8081,3377,0.00
8082,3639,0.00
8083,10698,0.00
8084,11637,0.00
8085,3378,0.00
8086,6159,0.00
8087,6170,0.00
8088,6171,0.00
8089,9430,0.00
8090,9434,0.00
8091,9436,0.00
8092,3394,0.00
